Ticket_ID,llm_score
TKT-105326,0
TKT-105327,1
TKT-105328,2
TKT-105329,0
TKT-105330,0
TKT-105331,1
TKT-105332,1
TKT-105333,2
TKT-105334,0
TKT-105335,1
TKT-105336,2
TKT-105337,0
TKT-105338,1
TKT-105339,1
TKT-105340,1
TKT-105341,0
TKT-105342,0
TKT-105343,3
TKT-105344,2
TKT-105345,2
TKT-105346,1
TKT-105347,1
TKT-105348,1
TKT-105349,3
TKT-105350,0
TKT-105351,1
TKT-105352,3
TKT-105353,1
TKT-105354,0
TKT-105355,1
TKT-105356,1
TKT-105357,0
TKT-105358,2
TKT-105359,1
TKT-105360,1
TKT-105361,1
TKT-105362,0
TKT-105363,1
TKT-105364,1
TKT-105365,3
TKT-105366,2
TKT-105367,0
TKT-105368,0
TKT-105369,0
TKT-105370,0
TKT-105371,0
TKT-105372,1
TKT-105373,1
TKT-105374,2
TKT-105375,3
TKT-105376,1
TKT-105377,2
TKT-105378,2
TKT-105379,2
TKT-105380,0
TKT-105381,2
TKT-105382,0
TKT-105383,1
TKT-105384,2
TKT-105385,2
TKT-105386,3
TKT-105387,0
TKT-105388,1
TKT-105389,1
TKT-105390,1
TKT-105391,3
TKT-105392,0
TKT-105393,0
TKT-105394,2
TKT-105395,0
TKT-105396,1
TKT-105397,0
TKT-105398,0
TKT-105399,0
TKT-105400,0
TKT-105401,0
TKT-105402,1
TKT-105403,1
TKT-105404,2
TKT-105405,0
TKT-105406,0
TKT-105407,0
TKT-105408,1
TKT-105409,1
TKT-105410,1
TKT-105411,0
TKT-105412,1
TKT-105413,2
TKT-105414,0
TKT-105415,1
TKT-105416,1
TKT-105417,1
TKT-105418,0
TKT-105419,0
TKT-105420,1
TKT-105421,1
TKT-105422,1
TKT-105423,0
TKT-105424,0
TKT-105425,0
TKT-105426,0
TKT-105427,0
TKT-105428,0
TKT-105429,1
TKT-105430,1
TKT-105431,1
TKT-105432,0
TKT-105433,1
TKT-105434,0
TKT-105435,1
TKT-105436,3
TKT-105437,1
TKT-105438,2
TKT-105439,0
TKT-105440,0
TKT-105441,0
TKT-105442,1
TKT-105443,1
TKT-105444,0
TKT-105445,1
TKT-105446,0
TKT-105447,1
TKT-105448,1
TKT-105449,2
TKT-105450,0
TKT-105451,1
TKT-105452,2
TKT-105453,1
TKT-105454,1
TKT-105455,0
TKT-105456,3
TKT-105457,1
TKT-105458,1
TKT-105459,0
TKT-105460,1
TKT-105461,1
TKT-105462,3
TKT-105463,2
TKT-105464,1
TKT-105465,1
TKT-105466,0
TKT-105467,0
TKT-105468,0
TKT-105469,0
TKT-105470,0
TKT-105471,1
TKT-105472,1
TKT-105473,1
TKT-105474,2
TKT-105475,2
TKT-105476,1
TKT-105477,3
TKT-105478,1
TKT-105479,0
TKT-105480,0
TKT-105481,1
TKT-105482,2
TKT-105483,1
TKT-105484,0
TKT-105485,1
TKT-105486,0
TKT-105487,0
TKT-105488,0
TKT-105489,1
TKT-105490,0
TKT-105491,2
TKT-105492,0
TKT-105493,2
TKT-105494,0
TKT-105495,0
TKT-105496,1
TKT-105497,2
TKT-105498,0
TKT-105499,1
TKT-105500,1
TKT-105501,3
TKT-105502,0
TKT-105503,0
TKT-105504,2
TKT-105505,0
TKT-105506,0
TKT-105507,0
TKT-105508,1
TKT-105509,0
TKT-105510,0
TKT-105511,0
TKT-105512,0
TKT-105513,1
TKT-105514,0
TKT-105515,0
TKT-105516,0
TKT-105517,1
TKT-105518,0
TKT-105519,2
TKT-105520,0
TKT-105521,1
TKT-105522,1
TKT-105523,1
TKT-105524,2
TKT-105525,3
TKT-105526,3
TKT-105527,0
TKT-105528,2
TKT-105529,1
TKT-105530,3
TKT-105531,1
TKT-105532,3
TKT-105533,0
TKT-105534,2
TKT-105535,0
TKT-105536,1
TKT-105537,1
TKT-105538,1
TKT-105539,1
TKT-105540,0
TKT-105541,0
TKT-105542,2
TKT-105543,1
TKT-105544,0
TKT-105545,1
TKT-105546,3
TKT-105547,1
TKT-105548,0
TKT-105549,2
TKT-105550,0
TKT-105551,0
TKT-105552,0
TKT-105553,0
TKT-105554,1
TKT-105555,2
TKT-105556,1
TKT-105557,1
TKT-105558,0
TKT-105559,2
TKT-105560,0
TKT-105561,1
TKT-105562,1
TKT-105563,1
TKT-105564,1
TKT-105565,0
TKT-105566,0
TKT-105567,1
TKT-105568,2
TKT-105569,2
TKT-105570,0
TKT-105571,2
TKT-105572,0
TKT-105573,0
TKT-105574,0
TKT-105575,1
TKT-105576,0
TKT-105577,0
TKT-105578,3
TKT-105579,3
TKT-105580,1
TKT-105581,1
TKT-105582,2
TKT-105583,0
TKT-105584,0
TKT-105585,1
TKT-105586,0
TKT-105587,0
TKT-105588,1
TKT-105589,0
TKT-105590,1
TKT-105591,2
TKT-105592,0
TKT-105593,2
TKT-105594,0
TKT-105595,0
TKT-105596,0
TKT-105597,0
TKT-105598,0
TKT-105599,0
TKT-105600,0
TKT-105601,0
TKT-105602,0
TKT-105603,1
TKT-105604,1
TKT-105605,1
TKT-105606,0
TKT-105607,2
TKT-105608,2
TKT-105609,1
TKT-105610,1
TKT-105611,2
TKT-105612,0
TKT-105613,1
TKT-105614,2
TKT-105615,2
TKT-105616,1
TKT-105617,0
TKT-105618,1
TKT-105619,0
TKT-105620,2
TKT-105621,2
TKT-105622,0
TKT-105623,3
TKT-105624,1
TKT-105625,1
TKT-105626,3
TKT-105627,0
TKT-105628,0
TKT-105629,0
TKT-105630,1
TKT-105631,0
TKT-105632,1
TKT-105633,1
TKT-105634,2
TKT-105635,0
TKT-105636,0
TKT-105637,1
TKT-105638,1
TKT-105639,1
TKT-105640,1
TKT-105641,1
TKT-105642,2
TKT-105643,1
TKT-105644,1
TKT-105645,1
TKT-105646,0
TKT-105647,1
TKT-105648,3
TKT-105649,0
TKT-105650,0
TKT-105651,0
TKT-105652,2
TKT-105653,1
TKT-105654,2
TKT-105655,1
TKT-105656,2
TKT-105657,0
TKT-105658,2
TKT-105659,1
TKT-105660,0
TKT-105661,1
TKT-105662,0
TKT-105663,1
TKT-105664,1
TKT-105665,0
TKT-105666,2
TKT-105667,1
TKT-105668,1
TKT-105669,1
TKT-105670,1
TKT-105671,0
TKT-105672,2
TKT-105673,0
TKT-105674,1
TKT-105675,1
TKT-105676,0
TKT-105677,1
TKT-105678,0
TKT-105679,2
TKT-105680,0
TKT-105681,0
TKT-105682,1
TKT-105683,1
TKT-105684,1
TKT-105685,2
TKT-105686,2
TKT-105687,2
TKT-105688,2
TKT-105689,1
TKT-105690,0
TKT-105691,0
TKT-105692,1
TKT-105693,0
TKT-105694,1
TKT-105695,2
TKT-105696,1
TKT-105697,1
TKT-105698,3
TKT-105699,0
TKT-105700,3
TKT-105701,0
TKT-105702,1
TKT-105703,2
TKT-105704,0
TKT-105705,1
TKT-105706,2
TKT-105707,2
TKT-105708,2
TKT-105709,0
TKT-105710,0
TKT-105711,0
TKT-105712,1
TKT-105713,0
TKT-105714,1
TKT-105715,0
TKT-105716,0
TKT-105717,1
TKT-105718,0
TKT-105719,0
TKT-105720,0
TKT-105721,0
TKT-105722,2
TKT-105723,1
TKT-105724,0
TKT-105725,1
TKT-105726,1
TKT-105727,0
TKT-105728,1
TKT-105729,1
TKT-105730,0
TKT-105731,2
TKT-105732,1
TKT-105733,1
TKT-105734,3
TKT-105735,1
TKT-105736,1
TKT-105737,2
TKT-105738,0
TKT-105739,0
TKT-105740,0
TKT-105741,2
TKT-105742,0
TKT-105743,1
TKT-105744,2
TKT-105745,1
TKT-105746,0
TKT-105747,1
TKT-105748,1
TKT-105749,1
TKT-105750,1
TKT-105751,2
TKT-105752,3
TKT-105753,0
TKT-105754,0
TKT-105755,2
TKT-105756,1
TKT-105757,2
TKT-105758,0
TKT-105759,2
TKT-105760,2
TKT-105761,0
TKT-105762,0
TKT-105763,2
TKT-105764,1
TKT-105765,1
TKT-105766,2
TKT-105767,0
TKT-105768,0
TKT-105769,1
TKT-105770,1
TKT-105771,2
TKT-105772,1
TKT-105773,3
TKT-105774,3
TKT-105775,0
TKT-105776,2
TKT-105777,0
TKT-105778,1
TKT-105779,2
TKT-105780,0
TKT-105781,1
TKT-105782,2
TKT-105783,0
TKT-105784,0
TKT-105785,0
TKT-105786,1
TKT-105787,0
TKT-105788,2
TKT-105789,0
TKT-105790,0
TKT-105791,0
TKT-105792,0
TKT-105793,3
TKT-105794,0
TKT-105795,2
TKT-105796,0
TKT-105797,1
TKT-105798,0
TKT-105799,1
TKT-105800,2
TKT-105801,0
TKT-105802,1
TKT-105803,0
TKT-105804,1
TKT-105805,2
TKT-105806,1
TKT-105807,2
TKT-105808,1
TKT-105809,2
TKT-105810,1
TKT-105811,1
TKT-105812,0
TKT-105813,1
TKT-105814,0
TKT-105815,1
TKT-105816,3
TKT-105817,0
TKT-105818,1
TKT-105819,2
TKT-105820,1
TKT-105821,2
TKT-105822,0
TKT-105823,1
TKT-105824,1
TKT-105825,1
TKT-105826,0
TKT-105827,2
TKT-105828,0
TKT-105829,1
TKT-105830,0
TKT-105831,2
TKT-105832,2
TKT-105833,0
TKT-105834,0
TKT-105835,1
TKT-105836,0
TKT-105837,0
TKT-105838,0
TKT-105839,2
TKT-105840,1
TKT-105841,0
TKT-105842,0
TKT-105843,1
TKT-105844,0
TKT-105845,0
TKT-105846,0
TKT-105847,0
TKT-105848,0
TKT-105849,0
TKT-105850,2
TKT-105851,0
TKT-105852,1
TKT-105853,0
TKT-105854,1
TKT-105855,0
TKT-105856,2
TKT-105857,0
TKT-105858,0
TKT-105859,3
TKT-105860,3
TKT-105861,0
TKT-105862,2
TKT-105863,0
TKT-105864,1
TKT-105865,1
TKT-105866,2
TKT-105867,2
TKT-105868,3
TKT-105869,1
TKT-105870,0
TKT-105871,0
TKT-105872,0
TKT-105873,2
TKT-105874,0
TKT-105875,0
TKT-105876,1
TKT-105877,0
TKT-105878,1
TKT-105879,0
TKT-105880,1
TKT-105881,2
TKT-105882,0
TKT-105883,0
TKT-105884,1
TKT-105885,1
TKT-105886,0
TKT-105887,0
TKT-105888,0
TKT-105889,0
TKT-105890,0
TKT-105891,0
TKT-105892,0
TKT-105893,0
TKT-105894,0
TKT-105895,1
TKT-105896,3
TKT-105897,1
TKT-105898,0
TKT-105899,0
TKT-105900,1
TKT-105901,1
TKT-105902,0
TKT-105903,0
TKT-105904,0
TKT-105905,0
TKT-105906,0
TKT-105907,2
TKT-105908,0
TKT-105909,0
TKT-105910,0
TKT-105911,1
TKT-105912,1
TKT-105913,0
TKT-105914,1
TKT-105915,1
TKT-105916,1
TKT-105917,0
TKT-105918,1
TKT-105919,2
TKT-105920,1
TKT-105921,2
TKT-105922,2
TKT-105923,1
TKT-105924,2
TKT-105925,0
TKT-105926,3
TKT-105927,2
TKT-105928,1
TKT-105929,1
TKT-105930,1
TKT-105931,1
TKT-105932,1
TKT-105933,2
TKT-105934,0
TKT-105935,0
TKT-105936,1
TKT-105937,0
TKT-105938,0
TKT-105939,0
TKT-105940,1
TKT-105941,1
TKT-105942,2
TKT-105943,1
TKT-105944,1
TKT-105945,1
TKT-105946,0
TKT-105947,2
TKT-105948,0
TKT-105949,3
TKT-105950,2
TKT-105951,1
TKT-105952,2
TKT-105953,0
TKT-105954,2
TKT-105955,2
TKT-105956,1
TKT-105957,0
TKT-105958,2
TKT-105959,2
TKT-105960,0
TKT-105961,1
TKT-105962,0
TKT-105963,3
TKT-105964,1
TKT-105965,0
TKT-105966,3
TKT-105967,1
TKT-105968,0
TKT-105969,1
TKT-105970,1
TKT-105971,1
TKT-105972,1
TKT-105973,0
TKT-105974,0
TKT-105975,0
TKT-105976,1
TKT-105977,2
TKT-105978,0
TKT-105979,0
TKT-105980,0
TKT-105981,1
TKT-105982,0
TKT-105983,0
TKT-105984,1
TKT-105985,0
TKT-105986,1
TKT-105987,0
TKT-105988,0
TKT-105989,1
TKT-105990,3
TKT-105991,0
TKT-105992,0
TKT-105993,1
TKT-105994,0
TKT-105995,1
TKT-105996,1
TKT-105997,0
TKT-105998,0
TKT-105999,0
TKT-106000,0
TKT-106001,3
TKT-106002,2
TKT-106003,2
TKT-106004,1
TKT-106005,0
TKT-106006,2
TKT-106007,0
TKT-106008,0
TKT-106009,1
TKT-106010,1
TKT-106011,1
TKT-106012,1
TKT-106013,1
TKT-106014,0
TKT-106015,1
TKT-106016,3
TKT-106017,0
TKT-106018,0
TKT-106019,0
TKT-106020,0
TKT-106021,0
TKT-106022,0
TKT-106023,0
TKT-106024,3
TKT-106025,1
TKT-106026,2
TKT-106027,0
TKT-106028,2
TKT-106029,1
TKT-106030,1
TKT-106031,0
TKT-106032,1
TKT-106033,3
TKT-106034,0
TKT-106035,1
TKT-106036,1
TKT-106037,0
TKT-106038,1
TKT-106039,0
TKT-106040,0
TKT-106041,0
TKT-106042,1
TKT-106043,1
TKT-106044,0
TKT-106045,0
TKT-106046,3
TKT-106047,3
TKT-106048,0
TKT-106049,1
TKT-106050,1
TKT-106051,0
TKT-106052,0
TKT-106053,0
TKT-106054,0
TKT-106055,1
TKT-106056,1
TKT-106057,0
TKT-106058,1
TKT-106059,1
TKT-106060,0
TKT-106061,2
TKT-106062,0
TKT-106063,0
TKT-106064,1
TKT-106065,1
TKT-106066,3
TKT-106067,1
TKT-106068,0
TKT-106069,0
TKT-106070,0
TKT-106071,0
TKT-106072,1
TKT-106073,0
TKT-106074,1
TKT-106075,0
TKT-106076,1
TKT-106077,0
TKT-106078,3
TKT-106079,1
TKT-106080,2
TKT-106081,1
TKT-106082,2
TKT-106083,1
TKT-106084,0
TKT-106085,1
TKT-106086,3
TKT-106087,0
TKT-106088,3
TKT-106089,0
TKT-106090,2
TKT-106091,0
TKT-106092,1
TKT-106093,0
TKT-106094,0
TKT-106095,1
TKT-106096,1
TKT-106097,1
TKT-106098,0
TKT-106099,1
TKT-106100,0
TKT-106101,2
TKT-106102,0
TKT-106103,1
TKT-106104,1
TKT-106105,0
TKT-106106,0
TKT-106107,0
TKT-106108,1
TKT-106109,1
TKT-106110,1
TKT-106111,0
TKT-106112,1
TKT-106113,0
TKT-106114,0
TKT-106115,0
TKT-106116,0
TKT-106117,0
TKT-106118,0
TKT-106119,1
TKT-106120,0
TKT-106121,1
TKT-106122,0
TKT-106123,3
TKT-106124,0
TKT-106125,1
TKT-106126,1
TKT-106127,1
TKT-106128,2
TKT-106129,2
TKT-106130,1
TKT-106131,0
TKT-106132,2
TKT-106133,0
TKT-106134,0
TKT-106135,1
TKT-106136,0
TKT-106137,0
TKT-106138,0
TKT-106139,0
TKT-106140,1
TKT-106141,0
TKT-106142,1
TKT-106143,0
TKT-106144,1
TKT-106145,0
TKT-106146,1
TKT-106147,2
TKT-106148,2
TKT-106149,1
TKT-106150,0
TKT-106151,2
TKT-106152,1
TKT-106153,0
TKT-106154,0
TKT-106155,0
TKT-106156,0
TKT-106157,1
TKT-106158,0
TKT-106159,0
TKT-106160,1
TKT-106161,2
TKT-106162,1
TKT-106163,1
TKT-106164,1
TKT-106165,1
TKT-106166,2
TKT-106167,0
TKT-106168,0
TKT-106169,0
TKT-106170,1
TKT-106171,0
TKT-106172,0
TKT-106173,0
TKT-106174,1
TKT-106175,3
TKT-106176,1
TKT-106177,1
TKT-106178,2
TKT-106179,0
TKT-106180,3
TKT-106181,0
TKT-106182,1
TKT-106183,0
TKT-106184,2
TKT-106185,0
TKT-106186,0
TKT-106187,0
TKT-106188,2
TKT-106189,0
TKT-106190,2
TKT-106191,1
TKT-106192,0
TKT-106193,0
TKT-106194,0
TKT-106195,1
TKT-106196,1
TKT-106197,0
TKT-106198,1
TKT-106199,1
TKT-106200,1
TKT-106201,1
TKT-106202,0
TKT-106203,1
TKT-106204,1
TKT-106205,0
TKT-106206,0
TKT-106207,2
TKT-106208,1
TKT-106209,0
TKT-106210,1
TKT-106211,1
TKT-106212,0
TKT-106213,0
TKT-106214,2
TKT-106215,0
TKT-106216,2
TKT-106217,0
TKT-106218,1
TKT-106219,0
TKT-106220,1
TKT-106221,1
TKT-106222,0
TKT-106223,0
TKT-106224,1
TKT-106225,2
TKT-106226,1
TKT-106227,0
TKT-106228,1
TKT-106229,1
TKT-106230,0
TKT-106231,0
TKT-106232,0
TKT-106233,2
TKT-106234,0
TKT-106235,3
TKT-106236,0
TKT-106237,1
TKT-106238,1
TKT-106239,1
TKT-106240,0
TKT-106241,0
TKT-106242,0
TKT-106243,0
TKT-106244,0
TKT-106245,0
TKT-106246,0
TKT-106247,2
TKT-106248,1
TKT-106249,1
TKT-106250,0
TKT-106251,2
TKT-106252,3
TKT-106253,1
TKT-106254,2
TKT-106255,1
TKT-106256,0
TKT-106257,3
TKT-106258,2
TKT-106259,1
TKT-106260,0
TKT-106261,2
TKT-106262,1
TKT-106263,2
TKT-106264,2
TKT-106265,0
TKT-106266,0
TKT-106267,0
TKT-106268,1
TKT-106269,1
TKT-106270,1
TKT-106271,0
TKT-106272,2
TKT-106273,0
TKT-106274,2
TKT-106275,0
TKT-106276,3
TKT-106277,3
TKT-106278,0
TKT-106279,1
TKT-106280,2
TKT-106281,2
TKT-106282,1
TKT-106283,3
TKT-106284,1
TKT-106285,0
TKT-106286,1
TKT-106287,0
TKT-106288,2
TKT-106289,1
TKT-106290,0
TKT-106291,2
TKT-106292,1
TKT-106293,1
TKT-106294,0
TKT-106295,0
TKT-106296,2
TKT-106297,0
TKT-106298,0
TKT-106299,1
TKT-106300,1
TKT-106301,0
TKT-106302,0
TKT-106303,0
TKT-106304,0
TKT-106305,3
TKT-106306,2
TKT-106307,2
TKT-106308,0
TKT-106309,1
TKT-106310,1
TKT-106311,0
TKT-106312,0
TKT-106313,0
TKT-106314,1
TKT-106315,2
TKT-106316,1
TKT-106317,0
TKT-106318,0
TKT-106319,3
TKT-106320,0
TKT-106321,0
TKT-106322,0
TKT-106323,1
TKT-106324,0
TKT-106325,0
TKT-106326,1
TKT-106327,0
TKT-106328,3
TKT-106329,2
TKT-106330,1
TKT-106331,0
TKT-106332,2
TKT-106333,0
TKT-106334,0
TKT-106335,2
TKT-106336,0
TKT-106337,1
TKT-106338,0
TKT-106339,2
TKT-106340,1
TKT-106341,1
TKT-106342,0
TKT-106343,1
TKT-106344,1
TKT-106345,0
TKT-106346,0
TKT-106347,1
TKT-106348,0
TKT-106349,2
TKT-106350,0
TKT-106351,3
TKT-106352,2
TKT-106353,0
TKT-106354,1
TKT-106355,1
TKT-106356,3
TKT-106357,2
TKT-106358,0
TKT-106359,1
TKT-106360,1
TKT-106361,0
TKT-106362,1
TKT-106363,2
TKT-106364,0
TKT-106365,0
TKT-106366,0
TKT-106367,1
TKT-106368,0
TKT-106369,2
TKT-106370,2
TKT-106371,3
TKT-106372,2
TKT-106373,0
TKT-106374,0
TKT-106375,0
TKT-106376,2
TKT-106377,2
TKT-106378,1
TKT-106379,1
TKT-106380,0
TKT-106381,0
TKT-106382,0
TKT-106383,0
TKT-106384,1
TKT-106385,1
TKT-106386,0
TKT-106387,1
TKT-106388,1
TKT-106389,1
TKT-106390,0
TKT-106391,0
TKT-106392,0
TKT-106393,2
TKT-106394,1
TKT-106395,0
TKT-106396,1
TKT-106397,0
TKT-106398,0
TKT-106399,0
TKT-106400,2
TKT-106401,1
TKT-106402,1
TKT-106403,3
TKT-106404,0
TKT-106405,1
TKT-106406,2
TKT-106407,0
TKT-106408,3
TKT-106409,1
TKT-106410,1
TKT-106411,2
TKT-106412,0
TKT-106413,1
TKT-106414,1
TKT-106415,0
TKT-106416,0
TKT-106417,1
TKT-106418,1
TKT-106419,1
TKT-106420,1
TKT-106421,2
TKT-106422,2
TKT-106423,3
TKT-106424,0
TKT-106425,0
TKT-106426,1
TKT-106427,1
TKT-106428,0
TKT-106429,0
TKT-106430,2
TKT-106431,0
TKT-106432,1
TKT-106433,0
TKT-106434,2
TKT-106435,0
TKT-106436,0
TKT-106437,1
TKT-106438,1
TKT-106439,1
TKT-106440,1
TKT-106441,1
TKT-106442,0
TKT-106443,1
TKT-106444,1
TKT-106445,0
TKT-106446,2
TKT-106447,0
TKT-106448,1
TKT-106449,2
TKT-106450,1
TKT-106451,2
TKT-106452,0
TKT-106453,0
TKT-106454,1
TKT-106455,0
TKT-106456,0
TKT-106457,0
TKT-106458,0
TKT-106459,0
TKT-106460,1
TKT-106461,2
TKT-106462,2
TKT-106463,2
TKT-106464,0
TKT-106465,2
TKT-106466,0
TKT-106467,1
TKT-106468,2
TKT-106469,0
TKT-106470,1
TKT-106471,0
TKT-106472,0
TKT-106473,0
TKT-106474,1
TKT-106475,2
TKT-106476,3
TKT-106477,2
TKT-106478,1
TKT-106479,0
TKT-106480,0
TKT-106481,1
TKT-106482,2
TKT-106483,0
TKT-106484,0
TKT-106485,1
TKT-106486,0
TKT-106487,1
TKT-106488,1
TKT-106489,0
TKT-106490,1
TKT-106491,0
TKT-106492,0
TKT-106493,2
TKT-106494,0
TKT-106495,1
TKT-106496,1
TKT-106497,0
TKT-106498,1
TKT-106499,3
TKT-106500,0
TKT-106501,2
TKT-106502,2
TKT-106503,1
TKT-106504,0
TKT-106505,1
TKT-106506,1
TKT-106507,1
TKT-106508,0
TKT-106509,2
TKT-106510,2
TKT-106511,0
TKT-106512,0
TKT-106513,1
TKT-106514,1
TKT-106515,0
TKT-106516,1
TKT-106517,1
TKT-106518,2
TKT-106519,0
TKT-106520,1
TKT-106521,2
TKT-106522,1
TKT-106523,0
TKT-106524,0
TKT-106525,2
TKT-106526,0
TKT-106527,1
TKT-106528,1
TKT-106529,1
TKT-106530,1
TKT-106531,3
TKT-106532,0
TKT-106533,1
TKT-106534,0
TKT-106535,1
TKT-106536,0
TKT-106537,1
TKT-106538,0
TKT-106539,0
TKT-106540,0
TKT-106541,0
TKT-106542,0
TKT-106543,0
TKT-106544,0
TKT-106545,1
TKT-106546,1
TKT-106547,3
TKT-106548,0
TKT-106549,1
TKT-106550,2
TKT-106551,1
TKT-106552,0
TKT-106553,1
TKT-106554,0
TKT-106555,1
TKT-106556,0
TKT-106557,3
TKT-106558,2
TKT-106559,1
TKT-106560,0
TKT-106561,1
TKT-106562,0
TKT-106563,2
TKT-106564,0
TKT-106565,1
TKT-106566,3
TKT-106567,2
TKT-106568,0
TKT-106569,1
TKT-106570,0
TKT-106571,0
TKT-106572,1
TKT-106573,1
TKT-106574,2
TKT-106575,2
TKT-106576,0
TKT-106577,3
TKT-106578,0
TKT-106579,0
TKT-106580,1
TKT-106581,1
TKT-106582,0
TKT-106583,0
TKT-106584,0
TKT-106585,1
TKT-106586,2
TKT-106587,0
TKT-106588,2
TKT-106589,3
TKT-106590,2
TKT-106591,0
TKT-106592,0
TKT-106593,1
TKT-106594,0
TKT-106595,0
TKT-106596,0
TKT-106597,1
TKT-106598,0
TKT-106599,2
TKT-106600,2
TKT-106601,2
TKT-106602,2
TKT-106603,0
TKT-106604,0
TKT-106605,2
TKT-106606,1
TKT-106607,2
TKT-106608,1
TKT-106609,1
TKT-106610,2
TKT-106611,0
TKT-106612,0
TKT-106613,0
TKT-106614,0
TKT-106615,2
TKT-106616,2
TKT-106617,0
TKT-106618,0
TKT-106619,0
TKT-106620,1
TKT-106621,1
TKT-106622,2
TKT-106623,2
TKT-106624,0
TKT-106625,3
TKT-106626,1
TKT-106627,2
TKT-106628,0
TKT-106629,0
TKT-106630,0
TKT-106631,1
TKT-106632,1
TKT-106633,0
TKT-106634,1
TKT-106635,1
TKT-106636,1
TKT-106637,2
TKT-106638,2
TKT-106639,1
TKT-106640,1
TKT-106641,0
TKT-106642,0
TKT-106643,2
TKT-106644,0
TKT-106645,1
TKT-106646,0
TKT-106647,1
TKT-106648,1
TKT-106649,1
TKT-106650,1
TKT-106651,0
TKT-106652,3
TKT-106653,2
TKT-106654,1
TKT-106655,0
TKT-106656,1
TKT-106657,0
TKT-106658,0
TKT-106659,0
TKT-106660,1
TKT-106661,0
TKT-106662,0
TKT-106663,0
TKT-106664,0
TKT-106665,0
TKT-106666,0
TKT-106667,0
TKT-106668,3
TKT-106669,3
TKT-106670,0
TKT-106671,2
TKT-106672,1
TKT-106673,1
TKT-106674,0
TKT-106675,0
TKT-106676,1
TKT-106677,0
TKT-106678,0
TKT-106679,1
TKT-106680,0
TKT-106681,0
TKT-106682,3
TKT-106683,2
TKT-106684,1
TKT-106685,0
TKT-106686,0
TKT-106687,0
TKT-106688,0
TKT-106689,1
TKT-106690,0
TKT-106691,0
TKT-106692,0
TKT-106693,1
TKT-106694,0
TKT-106695,1
TKT-106696,3
TKT-106697,1
TKT-106698,0
TKT-106699,0
TKT-106700,0
TKT-106701,0
TKT-106702,0
TKT-106703,0
TKT-106704,1
TKT-106705,1
TKT-106706,1
TKT-106707,1
TKT-106708,1
TKT-106709,0
TKT-106710,1
TKT-106711,0
TKT-106712,1
TKT-106713,3
TKT-106714,0
TKT-106715,2
TKT-106716,2
TKT-106717,1
TKT-106718,1
TKT-106719,3
TKT-106720,2
TKT-106721,0
TKT-106722,1
TKT-106723,0
TKT-106724,0
TKT-106725,0
TKT-106726,1
TKT-106727,1
TKT-106728,1
TKT-106729,2
TKT-106730,0
TKT-106731,1
TKT-106732,0
TKT-106733,0
TKT-106734,1
TKT-106735,2
TKT-106736,0
TKT-106737,0
TKT-106738,3
TKT-106739,0
TKT-106740,2
TKT-106741,0
TKT-106742,0
TKT-106743,0
TKT-106744,2
TKT-106745,0
TKT-106746,0
TKT-106747,2
TKT-106748,1
TKT-106749,0
TKT-106750,0
TKT-106751,0
TKT-106752,2
TKT-106753,0
TKT-106754,1
TKT-106755,0
TKT-106756,1
TKT-106757,3
TKT-106758,0
TKT-106759,1
TKT-106760,0
TKT-106761,2
TKT-106762,0
TKT-106763,1
TKT-106764,0
TKT-106765,1
TKT-106766,3
TKT-106767,0
TKT-106768,0
TKT-106769,2
TKT-106770,2
TKT-106771,2
TKT-106772,0
TKT-106773,0
TKT-106774,0
TKT-106775,0
TKT-106776,3
TKT-106777,1
TKT-106778,1
TKT-106779,0
TKT-106780,3
TKT-106781,2
TKT-106782,1
TKT-106783,3
TKT-106784,0
TKT-106785,1
TKT-106786,0
TKT-106787,1
TKT-106788,0
TKT-106789,1
TKT-106790,0
TKT-106791,1
TKT-106792,0
TKT-106793,1
TKT-106794,0
TKT-106795,0
TKT-106796,1
TKT-106797,0
TKT-106798,0
TKT-106799,0
TKT-106800,1
TKT-106801,0
TKT-106802,1
TKT-106803,0
TKT-106804,0
TKT-106805,1
TKT-106806,1
TKT-106807,0
TKT-106808,0
TKT-106809,2
TKT-106810,2
TKT-106811,1
TKT-106812,0
TKT-106813,3
TKT-106814,1
TKT-106815,0
TKT-106816,1
TKT-106817,0
TKT-106818,0
TKT-106819,0
TKT-106820,2
TKT-106821,2
TKT-106822,1
TKT-106823,0
TKT-106824,3
TKT-106825,0
TKT-106826,2
TKT-106827,0
TKT-106828,2
TKT-106829,2
TKT-106830,0
TKT-106831,0
TKT-106832,3
TKT-106833,0
TKT-106834,1
TKT-106835,0
TKT-106836,3
TKT-106837,1
TKT-106838,1
TKT-106839,0
TKT-106840,1
TKT-106841,1
TKT-106842,1
TKT-106843,1
TKT-106844,2
TKT-106845,1
TKT-106846,3
TKT-106847,0
TKT-106848,0
TKT-106849,1
TKT-106850,0
TKT-106851,2
TKT-106852,1
TKT-106853,1
TKT-106854,0
TKT-106855,0
TKT-106856,1
TKT-106857,1
TKT-106858,1
TKT-106859,3
TKT-106860,1
TKT-106861,1
TKT-106862,0
TKT-106863,1
TKT-106864,2
TKT-106865,2
TKT-106866,1
TKT-106867,1
TKT-106868,2
TKT-106869,3
TKT-106870,1
TKT-106871,0
TKT-106872,0
TKT-106873,1
TKT-106874,1
TKT-106875,1
TKT-106876,0
TKT-106877,0
TKT-106878,0
TKT-106879,1
